name,dapp_sector,dapp_category,sub_category,is_active,is_multi_chain,governance_type,ownership_status,level_of_decentralisation,research_comments,tags,token_symbol,token_type,website,launch_date,chains,raised_capital,tvl,tvl_ratio,market_cap,circulating_supply,total_supply,price,users,volume,transactions,total_liquidity_usd,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,liquidity_usd,gov_numeric,own_numeric,decent_numeric,governance_score,chain_count,market_cap_norm,users_norm,tvl_norm,market_maturity,volatility_index,liquidity_efficiency,tx_per_user,volume_per_user,market_cap_per_user,has_token,token_type_clean,token_type_primary,is_governance_token,is_utility_token,is_reward_token,is_multi_type_token,is_defi,is_prediction_market,is_rwa,is_ai,is_depin,is_gaming,is_social,activity_signal_count,governance_complete,data_completeness_score,eligible_loose,analysis_eligible,primary_sub_tag,in_primary_cohort,in_secondary_cohort,primary_cohort_id,secondary_cohort_id
Solspin,gambling,NFT Gaming,"Casino, Play 2 Earn, Social",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Provably-fair style spins; operator controls pools,"Art, Gambling, Photos, Social, Games",,,https://solspin.io,,solana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,33.3,33,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.6390573296152584,0.0,0.04903929176193283,0.0,,2.5384615384615383,2.5615384615384613,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Casino,False,False,,
Websport,gambling,Casino,Casino,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Gambling, Sportsbooks",,,https://websport.io/,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,286.93,131,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.6390573296152584,0.0,0.04903929176193283,0.0,,10.076923076923077,22.071538461538463,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,Casino,False,False,,
Brewed Beans,high-risk,NFT Gaming,Play 2 Earn,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"DeFi, Games",,,https://www.brewedbeans.money/,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,8.55,212,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.6390573296152584,0.0,0.04903929176193283,0.0,,16.307692307692307,0.6576923076923078,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Play 2 Earn,False,False,,
Pigmo,gambling,NFT Gaming,"Casino, DAO Tooling, Play 2 Earn",True,False,NONE,COMPANY_OWNED,CENTRALIZED,Team-run app; no binding governance,"Gambling, NFT, Casino, Games",PIGMO,REWARD,https://app.pigmo.com,,solana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,110.46,94,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,0.0,1,0.0,2.5649493574615367,0.0,0.04766220819972717,0.0,,7.833333333333333,9.205,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Casino,False,False,,
Soccersm,gambling,NFT Gaming,"Prediction Market, Metaverse, Play 2 Earn, Staking",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Game logic/AI run by team; token TBD.,"Metaverse, Sports, Prediction Markets, Staking, Games",,,https://soccersm.ai,,lisk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.87,20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.5649493574615367,0.0,0.04766220819972717,0.0,,1.6666666666666667,0.0725,0.0,False,NONE,NONE,False,False,False,False,False,True,False,False,False,True,False,3,True,0.8,True,False,Prediction Market,False,False,,
XParty USA,gambling,Prediction Market,"Prediction Market, Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Prediction Markets, Staking, Yield, DeFi, Play to Earn",,,https://xparty.win,,wax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.5649493574615367,0.0,0.04766220819972717,0.0,,2.0833333333333335,0.0,0.0,False,NONE,NONE,False,False,False,False,False,True,False,False,False,False,False,2,True,0.7,True,False,Prediction Market,False,False,,
BEMDEFI,high-risk,Yield Aggregator,"Farming, Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Pools, Farming, Staking, Yield, DeFi",,,https://bemdefi.io,,tron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.5649493574615367,0.0,0.04766220819972717,0.0,,1.3333333333333333,0.0,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,2,True,0.7,True,False,Farming,False,False,,
CEO,high-risk,NFT marketplace,"Marketplace, Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"NFT, Staking, Yield, DeFi, Marketplaces, memes, binance-smart-chain",,,https://www.ceo-token.com,,bnb-chain,0.0,,,0.0,0.0,10000000.0,,12,0.0,0,0.0,0.0,-0.02070503,0.11084541,-0.03372867,-61.32159852,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.5649493574615367,0.0,0.04766220819972717,10.247812938333334,,0.0,0.0,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,1,True,0.6,False,False,Marketplace,False,False,,
WhaleSyndicate,high-risk,Yield Aggregator,"Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Staking, Yield, DeFi",,,https://whalesyndicate.com,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,178.79,30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.5649493574615367,0.0,0.04766220819972717,0.0,,2.5,14.899166666666666,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Staking,False,False,,
ChainGun,social,NFT Gaming,"SocialFi, Social, Play 2 Earn",True,True,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,On-chain utilities/games; no DAO,"Knowledge, Social, DeFi, Games",,,https://chaingun.xyz/,,"base,linea,opbnb,optimism,soneium,unichain",0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1.76,20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,6,0.0,2.5649493574615367,0.0,0.04766220819972717,0.0,,1.6666666666666667,0.14666666666666667,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,True,3,True,0.8,True,False,SocialFi,False,False,,
Predictr market,gambling,Prediction Market,Prediction Market,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Gambling, Prediction Markets",,,https://www.predictr.market,,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.4849066497880004,0.0,0.046174844643441744,0.0,,4.181818181818182,0.0,0.0,False,NONE,NONE,False,False,False,False,False,True,False,False,False,False,False,2,True,0.7,True,False,Prediction Market,False,False,,
Beehive Miner,high-risk,Yield Aggregator,"Farming, Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Fixed-APR “miner” structure; no DAO,"Pools, Farming, Staking, Yield, DeFi",,,https://www.beehiveminer.wtf/,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,297.18,325,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.4849066497880004,0.0,0.046174844643441744,0.0,,29.545454545454547,27.016363636363636,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Farming,False,False,,
PEPE Tubes,high-risk,Yield Aggregator,Staking,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Meme-driven app; ops centralized,Staking,,,https://app.pepetubes.io/,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1859.61,45,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.4849066497880004,0.0,0.046174844643441744,0.0,,4.090909090909091,169.05545454545452,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Staking,False,False,,
Yup,social,SocialFi,"SocialFi, Social",True,False,MULTISIG_WITH_COMMUNITY_INPUT,COMPANY_OWNED,SEMI_DECENTRALIZED,Cross-posting social protocol with tokens & smart contracts; app infra team-operated,"communications-social-media, social-money, SocialFi, Polygon Ecosystem, Ethereum Ecosystem, Base Ecosystem, Farcaster Ecosystem",YUP,REWARD,https://yup.io,,polygon,24.5,0.0,,23730.99934,44333843.0,68543253.0,0.00053528,11,32.24,0,0.0,-1.84549,31.53481,0.0061358,-93.94988017,-94.60086275,0.0,0.0,4,0.0,1,0.41666666666666663,1,10.074579599567983,2.4849066497880004,0.0,0.23470774972070949,36.98952978666667,0.0,0.0,2.930909090909091,2157.363576363636,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,False,True,3,True,0.8,True,False,SocialFi,False,False,,
CasinoCronos.com,gambling,NFT Gaming,"Casino, DAO Tooling, Farming, Play 2 Earn",True,False,NONE,COMPANY_OWNED,CENTRALIZED,House-operated games on Cronos; no governance,"Gambling, Farming, Exchanges, DeFi",,,https://casinocronos.com,,cronos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,7.37,13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,0.0,1,0.0,2.3978952727983707,0.0,0.044557988406588395,0.0,,1.3,0.737,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Casino,False,False,,
NFT Cock Fights,gambling,NFT Gaming,"Casino, Play 2 Earn",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,PVP with NFTs; studio controls economy,"Gambling, NFT, Sports, Casino, Games",,,https://nftcockfights.fun/,,solana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.02,167,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.3978952727983707,0.0,0.044557988406588395,0.0,,16.7,0.002,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Casino,False,False,,
Astro-POL,high-risk,Yield Aggregator,Staking,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,Staking,,,https://astro-pol.github.io,,polygon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,541.63,22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.3978952727983707,0.0,0.044557988406588395,0.0,,2.2,54.163,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Staking,False,False,,
OCTOPOL,high-risk,Yield Aggregator,Staking,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,,,,https://octopolstaking.github.io/,,polygon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5.0,19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.3978952727983707,0.0,0.044557988406588395,0.0,,1.9,0.5,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Staking,False,False,,
Thoreum ETH Miner,high-risk,Yield Aggregator,"Farming, Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Pools, Farming, Staking, Yield, DeFi",,,https://thoreum.ai/eth-miner,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,116.67,98,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.3978952727983707,0.0,0.044557988406588395,0.0,,9.8,11.667,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Farming,False,False,,
Dex Roi,high-risk,DEX,"AMM DEX, Staking",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Operator-run tool; no DAO,"Pools, Staking, DeFi",ROI,SPECULATIVE,https://dexroi.world,,polygon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.5,20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.302585092994046,0.0,0.04278692278294468,0.0,,2.2222222222222223,0.16666666666666666,0.0,True,SPECULATIVE,SPECULATIVE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,AMM DEX,False,False,,
GemHive,high-risk,Payments/RWA,"Farming, Staking, Tokenized rewards, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Creator rewards & quests; team-run.,"Farming, Staking, Yield, DeFi",,,https://gemhive.app/,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,211.46,29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.302585092994046,0.0,0.04278692278294468,0.0,,3.2222222222222223,23.495555555555555,0.0,False,NONE,NONE,False,False,False,False,False,False,True,False,False,False,False,3,True,0.8,True,False,Farming,False,False,,
0xRoulette,gambling,Casino,Casino,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Operator controls bankroll & rules.,"Gambling, Casino",,,https://0xroulette.com/,,solana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,217.08,12502,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.1972245773362196,0.0,0.04082910056758375,0.0,,1562.75,27.135,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,Casino,False,False,,
Betswap,gambling,Casino,Casino,True,True,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Book/exchange front-end; not DAO-run,"Gambling, Sportsbooks",,,https://betswap.gg/,,"avalanche,bnb-chain,ethereum,fantom,other,polygon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3.41,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,6,0.0,2.1972245773362196,0.0,0.04082910056758375,0.0,,1.0,0.42625,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,Casino,False,False,,
Endblock,gambling,NFT Gaming,"Play 2 Earn, Staking",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"NFT, Staking, DeFi, Games, Play to Earn",,,https://endblock.io,,polygon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.1972245773362196,0.0,0.04082910056758375,0.0,,0.125,0.0,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,2,True,0.7,True,False,Play 2 Earn,False,False,,
GFEX,gambling,Prediction Market,"Prediction Market, DAO Tooling",True,False,NONE,COMPANY_OWNED,CENTRALIZED,Operator-run; no governance,"Gambling, Prediction Markets",,,https://www.gfex.io,,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1103.78,851,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,0.0,1,0.0,2.1972245773362196,0.0,0.04082910056758375,0.0,,106.375,137.9725,0.0,False,NONE,NONE,False,False,False,False,False,True,False,False,False,False,False,3,True,0.8,True,False,Prediction Market,False,False,,
Sun Hero,high-risk,Yield Aggregator,Staking,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,Staking,,,https://sunhero.smartxproject.xyz/,,tron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.1972245773362196,0.0,0.04082910056758375,0.0,,1.875,0.0,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,2,True,0.7,True,False,Staking,False,False,,
Arcadia Games,gambling,NFT Gaming,Play 2 Earn,True,True,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Studio titles; no binding DAO,"Gambling, Games",,,https://arcadiagames.io,,"base,blast,bnb-chain,polygon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,19.72,7,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,4,0.0,2.0794415416798357,0.0,0.038640441539474796,0.0,,1.0,2.817142857142857,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Play 2 Earn,False,False,,
BlockSpinGaming,gambling,Casino,"Casino, DAO Tooling, Social",True,True,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Operator-run; no governance,"Gambling, NFT, Social, Casino, Play to Earn",,,https://blockspingaming.com/?ref=kuuqlguaxiskc,,"solana,wax",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,136.8,46,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,2,0.0,2.0794415416798357,0.0,0.038640441539474796,0.0,,6.571428571428571,19.542857142857144,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,Casino,False,False,,
AZCoin,high-risk,Yield Aggregator,Staking,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Campaign site; ops centralized,"Exchanges, Staking",AZC,SPECULATIVE,https://azc.app,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,41348.64,7,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.0794415416798357,0.0,0.038640441539474796,0.0,,1.0,5906.948571428571,0.0,True,SPECULATIVE,SPECULATIVE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Staking,False,False,,
BABYQUICK,high-risk,Infrastructure,Derivatives,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,,,,https://babyquick.app/,,polygon,0.0,,,0.0,0.0,99000000000.0,,7,0.06,0,0.0,0.0,-0.05009176,80.97999653,-70.40944664,-87.65112804,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.0794415416798357,0.0,0.038640441539474796,39.84844382833333,,0.0,0.008571428571428572,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,2,True,0.7,True,False,Derivatives,False,False,,
Externity,high-risk,Yield Aggregator,"Farming, Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Farming, Staking, Yield, DeFi",,,https://externity.app/,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.0794415416798357,0.0,0.038640441539474796,0.0,,4.0,0.0,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,2,True,0.7,True,False,Farming,False,False,,
GoldenGoose,high-risk,Yield Aggregator,"Farming, Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Gamified staking; parameters by team,"Farming, Staking, Yield",GOOSE,SPECULATIVE,https://app.goldengoose.finance/,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,360.13,12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.0794415416798357,0.0,0.038640441539474796,0.0,,1.7142857142857142,51.44714285714286,0.0,True,SPECULATIVE,SPECULATIVE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Farming,False,False,,
JOJO,high-risk,NFT Gaming,"Analytics, Identity, Play 2 Earn",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Game hub; rules/emissions by team,"research, analytics, Gaming (GameFi), NFT, BNB Chain Ecosystem",,,https://jojo.fun/,,bnb-chain,0.0,0.0,,0.0,0.0,1000000000000.0,7.11e-07,7,0.39,11,,-4.98203,10.66817,17.90671,,,25976.0,,1,0.0,0,0.06666666666666667,1,0.0,2.0794415416798357,0.0,0.038640441539474796,4334.926151666667,,1.5714285714285714,0.055714285714285716,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Analytics,False,False,,
NewStart,high-risk,Infrastructure,Derivatives,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,,,,https://newstart.business,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.0794415416798357,0.0,0.038640441539474796,0.0,,1.2857142857142858,0.0,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,2,True,0.7,True,False,Derivatives,False,False,,
SmartCash Network,high-risk,Yield Aggregator,Staking,True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,App & services managed by operator,"Staking, DeFi",SMART,SPECULATIVE,https://smartcashnetwork.app/,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,40.17,25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,1,0.21666666666666667,1,0.0,2.0794415416798357,0.0,0.038640441539474796,0.0,,3.5714285714285716,5.738571428571428,0.0,True,SPECULATIVE,SPECULATIVE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Staking,False,False,,
ZyberYield,high-risk,Yield Aggregator,"Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Staking, Yield",,,https://www.zyberyield.com/,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,14.15,9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,2.0794415416798357,0.0,0.038640441539474796,0.0,,1.2857142857142858,2.0214285714285714,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Staking,False,False,,
BetDEX,gambling,DEX,AMM DEX,True,False,TEAM_CONTROLLED,FOUNDATION_OWNED,SEMI_DECENTRALIZED,Protocol on Solana; BetDEX Foundation oversees while non-custodial markets settle on-chain,"Gambling, Sports, Sportsbooks, Exchanges",,,https://www.betdex.com/,,solana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1417961.36,2675852,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,1.0,1,0.31666666666666665,1,0.0,1.9459101490553132,0.0,0.036159144582107894,0.0,,445975.3333333333,236326.89333333334,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,AMM DEX,False,False,,
Bitlex Games,gambling,NFT Gaming,Play 2 Earn,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,,,,https://bitlex.pro/DAPPS/,,tron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1888.79,33,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,1.9459101490553132,0.0,0.036159144582107894,0.0,,5.5,314.79833333333335,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Play 2 Earn,False,False,,
Dumont,gambling,NFT Gaming,"DAO Tooling, Play 2 Earn, Staking",True,False,NONE,COMPANY_OWNED,CENTRALIZED,Operator-run; no governance.,Gambling,,,https://dumont.gg/,,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,0.0,1,0.0,1.9459101490553132,0.0,0.036159144582107894,0.0,,0.5,0.3333333333333333,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,DAO Tooling,False,False,,
Hive Lottery,gambling,Casino,"Casino, Lottery",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Gambling, Casino",,,https://hive-lotto.app/,,hive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,73.47,38,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,1.9459101490553132,0.0,0.036159144582107894,0.0,,6.333333333333333,12.245,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,Casino,False,False,,
JustBet,gambling,Casino,"Casino, Analytics, Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Gambling, Casino, Staking, Yield, research, analytics",,,https://just.bet/,,arbitrum,0.0,,,0.0,0.0,0.0,,6,0.87,181,,,,,,,1363590.0,,1,0.0,0,0.06666666666666667,1,0.0,1.9459101490553132,0.0,0.036159144582107894,227265.0,,30.166666666666668,0.145,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,Casino,False,False,,
Bitlazer,high-risk,Casino,"Casino, Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Operator-run casino; no DAO,"Staking, Yield, DeFi",,,https://bitlazer.io/,,arbitrum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,140.56,69,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,1.9459101490553132,0.0,0.036159144582107894,0.0,,11.5,23.426666666666666,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,Casino,False,False,,
GainVault,high-risk,Yield Aggregator,"Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Fixed-yield promises; team controls contracts,Staking,GAIN,SPECULATIVE,https://gainvault.info/buy,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,45.99,27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,1,0.21666666666666667,1,0.0,1.9459101490553132,0.0,0.036159144582107894,0.0,,4.5,7.665,0.0,True,SPECULATIVE,SPECULATIVE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Staking,False,False,,
Hits,high-risk,Casino,"Casino, Prediction Market, DAO Tooling",True,False,NONE,COMPANY_OWNED,CENTRALIZED,Operator-run; no governance,"Gambling, Prediction Markets",,,https://hits4.fun/,,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,111.39,6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,0.0,1,0.0,1.9459101490553132,0.0,0.036159144582107894,0.0,,1.0,18.565,0.0,False,NONE,NONE,False,False,False,False,False,True,False,False,False,False,False,3,True,0.8,True,False,Casino,False,False,,
