name,dapp_sector,dapp_category,sub_category,is_active,is_multi_chain,governance_type,ownership_status,level_of_decentralisation,research_comments,tags,token_symbol,token_type,website,launch_date,chains,raised_capital,tvl,tvl_ratio,market_cap,circulating_supply,total_supply,price,users,volume,transactions,total_liquidity_usd,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d
ShardDog,social,Social Network,"Social, DAO Tooling",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,NEAR onboarding/drops tool (no DAO); operations by Ready Layer One; no user governance,"Content Creation, NFT",,,https://shard.dog,,near,0,0,0,0,0,0,0,621,214.11,19262,0,0,0,0,0,0,
Meta Pool,social,Derivatives,"Social, Derivatives, Liquidity Staking, Staking",TRUE,TRUE,MULTISIG_WITH_COMMUNITY_INPUT,MIXED,SEMI_DECENTRALIZED,Liquid staking on NEAR; $META/mpDAO votes + MPIP process; multisig/team execute outcomes,"Pools, Staking, DeFi, near-protocol-ecosystem, liquid-staking-derivatives, Near Protocol Ecosystem, Ethereum Ecosystem",MPDAO,UTILITY,https://www.metapool.app/,,"aurora,ethereum,near",0,98571981,,0,0,1000000000,0.01918199,611,37449005.82,33883,-0.02418874,25.8170956,-13.17205864,-13.03974941,-36.07030148,2.15652744,98606374
ThetaDrop,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace, DAO Tooling, Staking",TRUE,FALSE,ONCHAIN_TOKEN_GOVERNANCE,COMPANY_OWNED,SEMI_DECENTRALIZED,TDROP is governance token with staking + on-chain voting contracts; marketplace ops centralized,"NFT, Marketplaces, collectibles-nfts, theta-network-ecosystem, NFT Marketplace, Theta Ecosystem",TDROP,GOVERNANCE,https://www.thetadrop.com/,,theta,0,0,,15526760,11050797860,20000000000,0.000706087532,609,281858.98,1267,0.88671309,0.09386467,-2.3823831,-28.63180993,-43.11861531,-50.84571089,
Liketu,social,Social Network,"Social, DAO Tooling",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Hive-based photo app; governance rests at app operator level (Hive witnesses govern chain, not app)","Content Creation, Art, Photos, Videos",,,https://liketu.com/,,hive,0,0,0,0,0,0,0,595,0.02,22011,0,0,0,0,0,0,
Outlaw Troopers,marketplaces,NFT marketplace,"Marketplace, Play 2 Earn",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"NFT, Games",,,https://outlawtroopers.io/,,"immutablezkevm,wax",0,0,0,0,0,0,0,591,0,4104,0,0,0,0,0,0,
Befriend AI by Xterio,other,NFT Gaming,"AI Social, Play 2 Earn, Social, Staking",TRUE,TRUE,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,Xterio ecosystem uses $XTER for votes/staking; “Befriend” app run by company; DAO influence advisory,Games,XTER,UTILITY,https://app.xter.io,,"arbitrum,base,bnb-chain,ethereum,opbnb,polygon",0,0,0,0,0,0,0,590,598.25,2305,0,0,0,0,0,0,
Betmode,gambling,NFT Gaming,"Casino, Analytics, Play 2 Earn, Yield Optimizer",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Gambling, Casino, Yield, DeFi, Games, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://betmode.io,,etherlink,0,,,0,0,0,0,562,2859503.55,1208575,,,,,,,945
Degen Park,gambling,NFT Gaming,"Casino, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Base game; no token yet; airdrop speculation only—rules/treasury by team,"Gambling, Casino",,,https://degenpark.io,,solana,0,0,0,0,0,0,0,544,46852.65,58044,0,0,0,0,0,0,
POL Revo Stake,high-risk,Yield Aggregator,Staking,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,Staking,,,https://polrevo.github.io,,polygon,0,0,0,0,0,0,0,520,108.85,601,0,0,0,0,0,0,
KOR Protocol,marketplaces,NFT marketplace,"Marketplace, DAO Tooling",TRUE,TRUE,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,$KOR token → KOR DAO governance; execution by core team/foundation,"Content Creation, Art, NFT, Play to Earn, Marketplaces",KOR,UTILITY,https://korprotocol.io,,"base,polygon",0,0,0,0,0,0,0,500,1.75,607,0,0,0,0,0,0,
zkCodex,other,DEX,"Privacy, AMM DEX",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,Layer 2,,,https://zkcodex.com,,"arbitrum,avalanche,base,blast,ethereum,linea,lisk,optimism,polygon,soneium,unichain,zksync-era",0,0,0,0,0,0,0,491,189.45,1471,0,0,0,0,0,0,
Decentraland,social,DEX,"Social, AMM DEX, Marketplace, Metaverse",TRUE,TRUE,MULTISIG_WITH_COMMUNITY_INPUT,DAO_OWNED,SEMI_DECENTRALIZED,Decentraland DAO uses off-chain voting (MANA/LAND/NAME) with multisig committee execution,"Content Creation, NFT, Metaverse, Marketplaces, platform, collectibles-nfts, gaming, payments, ethereum-ecosystem, solana-ecosystem, boostvc-portfolio, dcg-portfolio, fabric-ventures-portfolio, kenetic-capital-portfolio, polygon-ecosystem, play-to-earn, alleged-sec-securities, gnosis-chain-ecosystem, fusion-network-ecosystem, binance-ecosystem, binance-listing, Entertainment, Gaming (GameFi), Polygon Ecosystem, Play To Earn, Ethereum Ecosystem, Animoca Brands Portfolio, Alleged SEC Securities, Simulation Games, Coinbase 50 Index",MANA,GOVERNANCE,https://decentraland.org/,,"ethereum,polygon",0,0,,611483995,1969729010,2193179327,0.1707891933,468,5090.04,5210,2.4337115,3.39360774,-12.38765063,-29.25151988,-38.72507478,-39.98460252,
Dinosaur Eggs,marketplaces,NFT marketplace,"Marketplace, DAO Tooling, Metaverse, Play 2 Earn",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,BSC metaverse; $DSG as governance; team executes and runs platform.,,DSG,REWARD,https://dsgmetaverse.com,,bnb-chain,0,,,0,0,275374072.9,,463,93125.58,1,0,0,-2.60010876,2.2007107,13.55530319,3.09801542,922340
Actifit,other,Infrastructure,Infrastructure,TRUE,TRUE,HYBRID,FOUNDATION_OWNED,SEMI_DECENTRALIZED,Move-to-earn on Hive,"gaming, move-to-earn",AFIT,REWARD,https://actifit.io,,"bnb-chain,hive,steem",0,,,0,0,761000000,,459,36.84,10741,0,0,-0.23025014,-17.638364,-39.9817183,-46.18728224,
OwlDAO,gambling,Casino,"Casino, Yield Optimizer",TRUE,TRUE,SNAPSHOT_OFFCHAIN,DAO_OWNED,SEMI_DECENTRALIZED,$OWL governs DAO treasury; casinos provided by partners; multisig/DAO execute allocations,"Gambling, Casino, Yield, polygon-ecosystem, fantom-ecosystem, bnb-chain-ecosystem",OWL,UTILITY,https://owldao.io/,,"aurora,avalanche,base,bnb-chain,ethereum,fantom,near,polygon",0,,,0,0,500000000,,457,368171.02,2706,0,0,0,-9.76010544,1410.734091,235.804327,
0xAstra,other,Infrastructure,Infrastructure,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,,,,https://0xastra.xyz/,,mantle,0,0,0,0,0,0,0,455,0,6258,0,0,0,0,0,0,
Bad Idea AI,other,Social Network,"Identity, DAO Tooling, AI Meme, Social",TRUE,FALSE,NONE,UNKNOWN,CENTRALIZED,Meme/AI token project; no credible DAO docs—operations centralized or unclear.,"Layer 2, DeFi, Governance, communications-social-media, ai-big-data, memes, dao, ethereum-ecosystem, token, generative-ai, telegram-bot, discord-bots, ai-memes, shibarium-ecosystem, Artificial Intelligence (AI), Meme, Ethereum Ecosystem, Telegram Apps, Discord Bots, Shibarium Ecosystem",BAD,SPECULATIVE,https://badidea.ai,,ethereum,0,0,,1306002.326,618733566904579,829489818339148,1.92E-09,455,271614.74,0,2.00316298,1.07065807,-18.51750052,-31.86644754,-68.2485496,-77.11291192,0
Starknet ID,marketplaces,NFT marketplace,"Marketplace, Social",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,On-chain contracts but company-operated,"Layer 2, NFT, Social",,,http://starknet.id/,,starknet,0,0,0,0,0,0,0,451,796.79,1009,0,0,0,0,0,0,
Sarafu Network,social,Social Network,"Social, Identity",TRUE,FALSE,TEAM_CONTROLLED,FOUNDATION_OWNED,SEMI_DECENTRALIZED,Community currency network,"Content Creation, Knowledge, Discussions, Exchanges, DeFi",,,https://sarafu.network,,celo,0,0,0,0,0,0,0,448,0,3778,0,0,0,0,0,0,
QoWatt,collectibles,NFT marketplace,"NFT Marketplace, DAO Tooling, Farming, Staking",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,EV-charging DePIN; QWT/NFT seats vote in “Qowatt DAO”; infra/ops by company,"Farming, NFT, Staking, Yield, Governance, multiversx-ecosystem, MultiversX Ecosystem",QWT,UTILITY,https://dapp.qowatt.com/,,multiversx,0,0,,0,0,444000000,0.0002722822953,444,507.03,2372,1.55020369,3.77163876,-4.13942775,-14.50621728,-18.82677329,-30.76922088,
SPACE ID,social,NFT marketplace,"Social, Marketplace, Metaverse",TRUE,TRUE,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,$ID token governs SPACE ID DAO/treasury; core services run by foundation/company.,"NFT, Metaverse, Marketplaces, ethereum-ecosystem, binance-launchpad, mvb, bnb-chain-ecosystem, dwf-labs-portfolio, binance-ecosystem, binance-listing, BNB Chain Ecosystem, Ethereum Ecosystem, Binance Launchpad, DWF Labs Portfolio, YZi Labs (Prev. Binance Labs) Portfolio",ID,GOVERNANCE,https://space.id/,,"arbitrum,bnb-chain,zetachain",0,0,,71840446,1210966683,1995077793,0.08139373909,438,4902.75,743,1.71604665,2.99341966,-5.0793374,-26.74832656,-42.32997721,-49.29753025,
MAFIAFOOT,marketplaces,NFT marketplace,"Marketplace, Play 2 Earn, Staking",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Art, NFT, Staking, Games, Play to Earn",,,https://mafiafoot.com,,polygon,0,0,0,0,0,0,0,437,0,2131,0,0,0,0,0,0,
PUDGY HARVEST,high-risk,Yield Aggregator,Staking,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,Staking,,,https://pudgyharvest.github.io,,polygon,0,0,0,0,0,0,0,436,505.39,695,0,0,0,0,0,0,
Bitte,marketplaces,NFT marketplace,"Marketplace, AI Agent Platform, DAO Tooling, Wallet",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,AI agent tooling/wallet; no public governance—platform rules set by company,"Photos, NFT, Exchanges, DeFi",,,https://bitte.ai,,"near,ethereum",0,0,0,0,0,0,0,435,550.08,21489,0,0,0,0,0,0,
Oracl,gambling,Casino,"Casino, DAO Tooling, Social",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Social mini-app; no governance disclosures; operator-run,"Gambling, Casino",,,https://www.oracl.fun/,,solana,0,0,0,0,0,0,0,419,253344.51,222006,0,0,0,0,0,0,
Bomb Crypto,marketplaces,NFT marketplace,"Marketplace, DAO Tooling, Play 2 Earn",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Play-to-earn; $BCOIN used for in-app governance claims; studio executes updates/treasury,"NFT, Games, Play to Earn, Marketplaces",BCOIN,REWARD,https://bombcrypto.io/,,"bnb-chain,polygon,solana,ton",0,0,0,0,0,0,0,416,20331.17,7295,0,0,0,0,0,0,
Stobix,other,Analytics,"Analytics, Staking, Yield Optimizer",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Exchanges, Staking, Yield, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://stobix.com,,"arbitrum,base,bnb-chain,ethereum",0,,,0,0,0,0,413,258639.73,167,,,,,,,36156
ADA Handle,marketplaces,Payments/RWA,"Marketplace, Payments",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Cardano naming/NFT handle service; no DAO—service run by company (integrates with Cardano gov tools),"NFT, Marketplaces",,,https://handle.me,,cardano,0,0,0,0,0,0,0,412,23023,797,0,0,0,0,0,0,
Global Wealth Funds,high-risk,Yield Aggregator,"Staking, Yield Optimizer",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Exchanges, Staking, Yield, DeFi",,,https://globalwealthfunds.org/,,polygon,0,0,0,0,0,0,0,410,282.41,2644,0,0,0,0,0,0,
NFTX,marketplaces,DEX,"NFT Marketplace, Marketplace, AMM DEX, Staking",TRUE,TRUE,ONCHAIN_TOKEN_GOVERNANCE,DAO_OWNED,DECENTRALIZED,NFTX tokenholders govern via DAO (Aragon) controlling upgradeable proxy; protocol non-custodial.,"NFT, Staking, DeFi, Marketplaces, collectibles-nfts, coinfund-portfolio, Decentralized Finance (DeFi), Asset Manager, Ethereum Ecosystem, NFT Marketplace",NFTX,GOVERNANCE,https://nftx.io,,"arbitrum,ethereum",0,21498542,0.11698705,6740755.792,122844.7987,122844.7987,16.05,410,1114891.98,1727,0,0.7649,-16.61117,1.93448063,-82.03947441,-57.79355062,3013893
LooksRare,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace, Yield Optimizer",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,LOOKS token voting on protocol features; marketplace infra/fees run by company → semi,"Art, NFT, Yield, Marketplaces, Ethereum Ecosystem, NFT Marketplace, collectibles-nfts, ethereum-ecosystem",LOOKS,UTILITY,https://looksrare.org/,,ethereum,0,0,,2020737.826,999941673,1000000000,0.002028996805,409,11930.37,439,1.9187804,4.69552513,-8.37679508,-75.0495724,-84.90644824,-86.51071414,0
PolSpring,high-risk,Yield Aggregator,"Farming, Staking, Yield Optimizer",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Pools, Farming, Staking, Yield, DeFi",,,https://polspring.com,,polygon,0,0,0,0,0,0,0,403,31162.1,183114,0,0,0,0,0,0,
Runnit,gambling,Casino,Casino,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,On-chain Solana gambling app; no public DAO docs—rules/treasury controlled by operator,"Gambling, Casino, Gambling (GambleFi), Solana Ecosystem, Believe.app Ecosystem",RUNNIT,UTILITY,https://runnit.fun,,solana,0,0,0,155489,984071137.2,984071137.2,0.00015801,401,299256.31,41471,0,-18.48694,3.27652,36.64681,0,0,
Balance,other,NFT Gaming,"DAO Tooling, AI Agent Platform, Play 2 Earn, Social",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,EPT is governance token; team runs platform/policies → semi,"Layer 2, NFT, Social, ai-big-data, ethereum-ecosystem, mvb, bnb-chain-ecosystem, binance-alpha, made-in-america, binance-alpha-airdrops, binance-ecosystem, binance-listing, Gaming (GameFi), BNB Chain Ecosystem, Animoca Brands Portfolio, DWF Labs Portfolio, AI Agents, Andreessen Horowitz (a16z) Portfolio, AI Agent Launchpad",EPT,UTILITY,https://balance.fun,,"base,bnb-chain",0,0,,11655579,3239799234,9999999990,0.002598900392,395,0,6498,1.19958857,4.00440399,-12.39040388,-57.27460484,-42.71662129,-41.36470407,
Clash of Coins,other,NFT Gaming,"Play 2 Earn, Social, Staking",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"NFT, Social, Staking, Games, Play to Earn",,,https://clashofcoins.com,,base,0,0,0,0,0,0,0,393,0,695,0,0,0,0,0,0,
Sogni AI,other,Social Network,"DAO Tooling, AI Social, Social, Staking",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,SOGNI token used for staking/governance; network ops by core team → semi,"Art, Photos, Videos, AI, communications-social-media, ai-big-data, distributed-computing, content-creation, generative-ai, base-ecosystem, depin, cmc-labs, etherlink-ecosystem, Artificial Intelligence (AI), Base Ecosystem, AI Applications, ai-applications",SOGNI,"GOVERNANCE, UTILITY",https://www.sogni.ai/,,"base,etherlink",0,0,,4666674,1212236918,9999645525,0.003411685631,390,57.53,2531,1.4862343,1.4928266,-1.68302695,-32.51240817,12.10732287,-16.0579094,
Particle Network,other,Wallet,"Wallet, DAO Tooling",TRUE,TRUE,SNAPSHOT_OFFCHAIN,FOUNDATION_OWNED,SEMI_DECENTRALIZED,PARTI is network governance token; foundation/team execute upgrades → semi.,"interoperability, smart-contracts, wallet, bnb-chain-ecosystem, layer-1, binance-hodler-airdrops, binance-wallet-ido, binance-ecosystem, binance-listing, Decentralized Finance (DeFi), BNB Chain Ecosystem, Layer 1 (L1), Base Ecosystem, Account Abstraction, Cross-chain Communication, Binance HODLer Airdrops, Chain Abstraction, Binance Wallet IDO",PARTI,GOVERNANCE,https://particle.network/,,"arbitrum,avalanche,base,blast,bnb-chain,ethereum,fantom,linea,opbnb,optimism,polygon,zetachain",0,0,,42697738,422549998,1000000000,0.1509021203,375,674.76,50189,14.43843149,81.16968778,139.6117626,82.01385437,10.40269501,-14.05702387,
Poolz Finance,other,SocialFi,"DAO Tooling, Social, SocialFi, Yield Optimizer",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,POOLX holders participate in governance/council; launchpad ops executed by team → semi,"Pools, Social, Yield, Governance, SocialFi, Decentralized Finance (DeFi), BNB Chain Ecosystem, Launchpad, avalanche-ecosystem, ferrum-network, bnb-chain-ecosystem",POOLX,UTILITY,https://www.poolz.finance/,,"arbitrum,avalanche,base,bnb-chain,ethereum,polygon",0,433.27,,991367.7065,5234752.262,5500000,0.1937394442,375,25582.73,46,-0.05606321,1.15742095,-0.44603997,-25.12649495,-23.1022058,-11.28567716,433
Genopets,collectibles,NFT marketplace,"NFT Marketplace, DAO Tooling, Play 2 Earn",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,GENE is governance/utility; studio executes game economy and updates → semi,"NFT, Move to Earn, Games, Play to Earn, gaming, solana-ecosystem, pantera-capital-portfolio, animoca-brands-portfolio, bnb-chain-ecosystem, move-to-earn, Gaming (GameFi), BNB Chain Ecosystem, Solana Ecosystem, Animoca Brands Portfolio, RPG, Gaming Governance Token, Alameda Research Portfolio, Pantera Capital Portfolio, Action Games",GENE,REWARD,https://linktr.ee/genopets,,"bnb-chain,solana",0,0,,1622357,86180958.65,100000000,0.0009274148447,371,1270.21,2220,-80.69145223,-80.56197972,-84.04610111,-87.21608377,-93.15881966,-95.31228032,
Bullbit AI,other,Infrastructure,AI Launchpad,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,No-code token launcher; no DAO—platform fully operator-run,"Token Launch Platforms, AI, DeFi",,,https://bullbit.ai/,,bnb-chain,0,0,0,0,0,0,0,365,88270.41,1318,0,0,0,0,0,0,
NFT Battle Miners,marketplaces,NFT marketplace,"Marketplace, DAO Tooling, Metaverse, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,WAX P2E game; no credible DAO governance published—studio controls ops,"Art, NFT, Metaverse, Games, Play to Earn",NBM,REWARD,https://game.nftbattleminers.com/,,wax,0,0,0,0,0,0,0,362,6042.1,8830,0,0,0,0,0,0,
FlashMoon,high-risk,DAO Tooling,DAO Tooling,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Token/NFT promo project; no governance mechanism evident,"NFT, DeFi",,,https://flashmoon.io/,,bnb-chain,0,0,0,0,0,0,0,353,55198.14,1231,0,0,0,0,0,0,
BullBNB,high-risk,Infrastructure,Derivatives,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,opBNB meme/token site; no verifiable DAO—operator controls contract/site,Move to Earn,BULLBNB,SPECULATIVE,https://bullbnb.com/,,opbnb,0,0,0,0,0,0,0,352,26983.82,807,0,0,0,0,0,0,
Pololinks,high-risk,Yield Aggregator,"Farming, Staking",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Layer 2, Pools, Farming, Staking, DeFi",,,https://www.pololinks.org/,,polygon,0,0,0,0,0,0,0,342,0,1561,0,0,0,0,0,0,
BNBMafia,marketplaces,NFT marketplace,"Marketplace, DAO Tooling, Metaverse, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Meme/DeFi site; no public governance—fully operator-run,"Gambling, Metaverse, Yield, Games, Play to Earn",,,https://bnbmafia.io,,bnb-chain,0,0,0,0,0,0,0,341,4014.58,35706,0,0,0,0,0,0,
Blockchain Messages,social,Social Network,"Social, Identity, DAO Tooling",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Simple on-chain messaging dapp; no token governance or DAO,"Discussions, NFT, Social",,,https://www.blockchainmessages.xyz,,"arbitrum,base,bnb-chain,linea,optimism,soneium,unichain",0,0,0,0,0,0,0,336,69.38,788,0,0,0,0,0,0,
Uranium.io,marketplaces,Payments/RWA,"Marketplace, Tokenized rewards",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"RWA, RWA Marketplace, DeFi, Marketplaces",,,https://uranium.io/,,etherlink,0,0,0,0,0,0,0,335,1679.82,634,0,0,0,0,0,0,
Foundation,marketplaces,NFT marketplace,"Marketplace, Analytics",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,NFT marketplace ERC-20 (limited trading); by Foundation Labs,"research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",FND,UTILITY,https://foundation.app/,,ethereum,0,,,0,0,0,0,334,222163.93,749,,,,,,,0
Unstoppable Domains,collectibles,NFT marketplace,NFT Marketplace,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Company-operated domain registrar,,,,https://unstoppabledomains.com/?ref=dappradar,,"ethereum,polygon",0,0,0,0,0,0,0,331,0,2512,0,0,0,0,0,0,
Chingari,social,SocialFi,"SocialFi, Social, Identity, Yield Optimizer",TRUE,FALSE,SNAPSHOT_OFFCHAIN,FOUNDATION_OWNED,SEMI_DECENTRALIZED,"GARI DAO under Chingari Foundation; tokenholders vote, foundation executes → semi.","Content Creation, Discussions, NFT, Videos, Yield",GARI,GOVERNANCE,https://linktr.ee/garinetwork,,solana,0,0,0,0,0,0,0,330,23138.78,843,0,0,0,0,0,0,
BLOCKLORDS Dynasty,marketplaces,NFT marketplace,"Marketplace, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Games, Play to Earn",,,https://dynasty.blocklords.com/,,base,0,0,0,0,0,0,0,326,0,4506,0,0,0,0,0,0,
Wagmi Defense,other,NFT marketplace,"Marketplace, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Art, Games, Play to Earn, Marketplaces",,,https://wagmigames.com,,immutablezkevm,0,0,0,0,0,0,0,326,0,34483,0,0,0,0,0,0,
Divvy,gambling,Casino,"Casino, Yield Optimizer",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,DVY token for DAO voting; sportsbook ops/treasury still team-managed → semi.,"Gambling, NFT, Sports, Casino, Yield",DVY,UTILITY,https://app.divvy.bet/,,solana,0,0,0,0,0,0,0,323,956001.73,9407,0,0,0,0,0,0,
Footium,collectibles,NFT marketplace,"NFT Marketplace, Play 2 Earn, Social",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Web3 football management game; no binding DAO over game ops,"NFT, Sports, Social, Games",,,https://footium.club/,,"arbitrum,ethereum",0,0,0,0,0,0,0,315,52455.86,1213,0,0,0,0,0,0,
SLM Games,gambling,NFT Gaming,"Casino, DAO Tooling, Play 2 Earn, Staking",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,SLM/XSLM used for staking/governance claims; casino platform run by team → semi,"Gambling, NFT, Casino, Staking, Play to Earn",SLM,UTILITY,https://slm.games,,"bnb-chain,core,ethereum,polygon,solana,tron,wax",0,0,0,0,0,0,0,315,20564.39,8961,0,0,0,0,0,0,
Minted Network,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace, Staking",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,ronos/Ethereum NFT marketplace with MTD rewards; no public DAO controlling ops,"NFT, Staking, Marketplaces",MTD,UTILITY,https://minted.network/,,"cronos,ethereum",0,0,0,0,0,0,0,315,8463.71,1486,0,0,0,0,0,0,
NEARnames,marketplaces,NFT marketplace,Marketplace,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,,,,https://nearnames.com/,,near,0,0,0,0,0,0,0,314,729.01,427351,0,0,0,0,0,0,
Goat.Tech,social,SocialFi,"SocialFi, Social, Staking, Yield Optimizer",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Site states $GOAT governs; execution and product delivery by team → semi.,"Layer 2, Social, Staking, Yield, DeFi",GOAT,GOVERNANCE,https://Goat.Tech,,arbitrum,0,0,0,0,0,0,0,308,53076.14,18864,0,0,0,0,0,0,
Twitchy Tides,collectibles,NFT marketplace,"NFT Marketplace, Play 2 Earn, Social, Staking",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"NFT, Social, Staking, Games, Play to Earn",,,https://www.twitchytides.io/,,wax,0,0,0,0,0,0,0,307,0,5194,0,0,0,0,0,0,
AiBased,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace, DAO Tooling",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,AI token app; no credible DAO/governance materials—operator-run,"Art, NFT, AI, Marketplaces",,,https://aibased.app,,base,0,0,0,0,0,0,0,307,341.96,18372,0,0,0,0,0,0,
Joepegs,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Avalanche NFT marketplace by Trader Joe team; policies/back-end company-operated,Marketplaces,,,https://joepegs.com/,,"avalanche,bnb-chain",0,0,0,0,0,0,0,303,4557.14,1548,0,0,0,0,0,0,
Guild,other,Infrastructure,Infrastructure,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,,,,,https://guild.xyz/our-guild,,polygon,0,0,0,0,0,0,0,303,389.39,326,0,0,0,0,0,0,
Biru,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Soneium NFT marketplace by Lootex; no DAO—fees/policies set by operator,"NFT, Marketplaces",,,https://biru.gg/,,soneium,0,0,0,0,0,0,0,296,1159.66,585,0,0,0,0,0,0,
Vortex Gaming,social,NFT Gaming,"Social, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,,"Content Creation, NFT, Social, Games, Play to Earn",,,https://vortexgaming.io/en,,near,0,0,0,0,0,0,0,295,55.63,1095,0,0,0,0,0,0,
